id,Year,Team,G,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,2P,2PA,2P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Points_per_Minute,Playoff
309,1992,Los Angeles Lakers*,82,19830,3183,6977,0.456,119,445,0.267,3064,6532,0.469,1744,2278,0.766,1156,2196,3352,1803,756,400,1089,1543,8229,0.414977,1
310,1992,Denver Nuggets,82,19780,3262,7380,0.442,126,418,0.301,3136,6962,0.45,1526,2067,0.738,1350,2352,3702,1553,773,461,1447,1984,8176,0.413347,0
311,1992,Detroit Pistons*,82,19780,3191,6867,0.465,165,526,0.314,3026,6341,0.477,1566,2108,0.743,1210,2421,3631,1899,546,357,1212,1646,8113,0.410162,1
312,1992,Dallas Mavericks,82,19755,3120,7104,0.439,268,797,0.336,2852,6307,0.452,1499,1999,0.75,1194,2439,3633,1630,536,349,1202,1867,8007,0.405315,0
313,1993,Phoenix Suns*,82,19730,3494,7093,0.493,398,1095,0.363,3096,5998,0.516,1912,2539,0.753,1141,2510,3651,2087,752,455,1359,1739,9298,0.471262,1
314,1993,Charlotte Hornets*,82,19755,3512,7210,0.487,175,537,0.326,3337,6673,0.5,1831,2374,0.771,1095,2508,3603,2161,639,473,1325,1790,9030,0.457099,1
315,1993,Golden State Warriors,82,19905,3474,7212,0.482,298,852,0.35,3176,6360,0.499,1768,2465,0.717,1219,2384,3603,2010,693,383,1451,2056,9014,0.452851,0
316,1993,Portland Trail Blazers*,82,19905,3361,7343,0.458,275,843,0.326,3086,6500,0.475,1901,2551,0.745,1226,2507,3733,1969,770,425,1215,1892,8898,0.447023,1
317,1993,Seattle SuperSonics*,82,19780,3473,7140,0.486,218,610,0.357,3255,6530,0.498,1720,2259,0.761,1222,2254,3476,1906,944,409,1267,1971,8884,0.449141,1
318,1993,Sacramento Kings,82,19780,3360,7264,0.463,262,788,0.332,3098,6476,0.478,1865,2447,0.762,1137,2281,3418,2075,768,348,1364,2085,8847,0.447270,0
319,1993,Indiana Pacers*,82,19755,3371,7022,0.48,257,789,0.326,3114,6233,0.5,1837,2399,0.766,1220,2455,3675,2144,615,403,1256,2045,8836,0.447279,1
320,1993,Cleveland Cavaliers*,82,19830,3425,6887,0.497,283,742,0.381,3142,6145,0.511,1699,2119,0.802,929,2496,3425,2349,615,536,1120,1580,8832,0.445386,1
321,1993,Atlanta Hawks*,82,19830,3392,7272,0.466,382,1076,0.355,3010,6196,0.486,1648,2221,0.742,1290,2344,3634,2084,806,278,1339,1807,8814,0.444478,1
322,1993,Los Angeles Clippers*,82,19805,3544,7329,0.484,133,491,0.271,3411,6838,0.499,1562,2177,0.718,1183,2360,3543,2242,847,491,1338,1920,8783,0.443474,1
323,1993,Utah Jazz*,82,19755,3336,6828,0.489,130,414,0.314,3206,6414,0.5,1907,2491,0.766,1041,2463,3504,2177,746,344,1270,1965,8709,0.440850,1
324,1993,Orlando Magic,82,19880,3257,6708,0.486,317,889,0.357,2940,5819,0.505,1821,2495,0.73,1040,2566,3606,1952,542,467,1429,1925,8652,0.435211,0
325,1993,San Antonio Spurs*,82,19855,3311,6762,0.49,236,692,0.341,3075,6070,0.507,1794,2346,0.765,919,2542,3461,2012,582,514,1227,1844,8652,0.435759,1
326,1993,Denver Nuggets,82,19830,3352,7282,0.46,138,454,0.304,3214,6828,0.471,1784,2360,0.756,1266,2564,3830,1735,651,565,1413,2039,8626,0.434997,0
327,1993,Chicago Bulls*,82,19830,3475,7205,0.482,244,669,0.365,3231,6536,0.494,1431,1952,0.733,1290,2283,3573,2133,783,410,1103,1804,8625,0.434947,1
328,1993,Philadelphia 76ers,82,19930,3225,7075,0.456,330,941,0.351,2895,6134,0.472,1776,2259,0.786,1031,2431,3462,2038,672,566,1362,1604,8556,0.429303,0
329,1993,Los Angeles Lakers*,82,19830,3309,6994,0.473,187,626,0.299,3122,6368,0.49,1741,2304,0.756,1103,2288,3391,2013,782,431,1266,1778,8546,0.430963,1
330,1993,Houston Rockets*,82,19780,3280,6744,0.486,387,1073,0.361,2893,5671,0.51,1584,2090,0.758,985,2532,3517,2115,682,543,1295,1699,8531,0.431294,1
331,1993,Boston Celtics*,82,19780,3453,7093,0.487,110,383,0.287,3343,6710,0.498,1486,1912,0.777,1076,2436,3512,1999,647,458,1174,1862,8502,0.429828,1
332,1993,Miami Heat,82,20005,3127,6850,0.456,333,940,0.354,2794,5910,0.473,1908,2476,0.771,1134,2384,3518,1688,609,350,1287,2011,8495,0.424644,0
333,1993,New Jersey Nets*,82,19780,3272,7084,0.462,155,488,0.318,3117,6596,0.473,1732,2258,0.767,1291,2506,3797,1872,693,526,1355,1892,8431,0.426239,1
334,1993,Milwaukee Bucks,82,19730,3268,6924,0.472,312,936,0.333,2956,5988,0.494,1544,2081,0.742,1050,2113,3163,2084,863,393,1363,1978,8392,0.425342,0
335,1993,Washington Bullets,82,19805,3302,7065,0.467,174,578,0.301,3128,6487,0.482,1575,2107,0.748,1031,2317,3348,2110,673,359,1323,1795,8353,0.421762,0
336,1993,New York Knicks*,82,19930,3209,6898,0.465,193,604,0.32,3016,6294,0.479,1717,2316,0.741,1150,2660,3810,2125,680,372,1296,2111,8328,0.417863,1
337,1993,Detroit Pistons,82,19780,3267,7211,0.453,292,908,0.322,2975,6303,0.472,1426,1957,0.729,1293,2315,3608,1941,580,249,1152,1747,8252,0.417189,0
338,1993,Dallas Mavericks,82,19730,3164,7271,0.435,283,837,0.338,2881,6434,0.448,1530,2171,0.705,1234,2265,3499,1683,649,355,1459,2302,8141,0.412620,0
339,1993,Minnesota Timberwolves,82,19855,3043,6529,0.466,166,569,0.292,2877,5960,0.483,1794,2247,0.798,940,2204,3144,2001,649,455,1422,2028,8046,0.405238,0
340,1994,Phoenix Suns*,82,19705,3429,7080,0.484,344,1042,0.33,3085,6038,0.511,1674,2301,0.728,1220,2453,3673,2261,745,460,1305,1639,8876,0.450444,1
341,1994,Golden State Warriors*,82,19780,3512,7145,0.492,291,859,0.339,3221,6286,0.512,1529,2304,0.664,1183,2396,3579,2198,804,511,1433,1789,8844,0.447118,1
342,1994,Portland Trail Blazers*,82,19755,3371,7427,0.454,272,770,0.353,3099,6657,0.466,1781,2396,0.743,1302,2460,3762,2070,744,409,1210,1827,8795,0.445204,1
343,1994,Charlotte Hornets,82,19830,3382,7100,0.476,336,916,0.367,3046,6184,0.493,1632,2135,0.764,1019,2475,3494,2214,724,394,1266,1747,8732,0.440343,0
344,1994,Seattle SuperSonics*,82,19730,3338,6901,0.484,242,722,0.335,3096,6179,0.501,1769,2374,0.745,1148,2233,3381,2112,1053,365,1262,1914,8687,0.440294,1
345,1994,Orlando Magic*,82,19730,3341,6883,0.485,394,1137,0.347,2947,5746,0.513,1590,2346,0.678,1177,2356,3533,2070,683,456,1327,1713,8666,0.439230,1
346,1994,Miami Heat*,82,19805,3197,6896,0.464,337,997,0.338,2860,5899,0.485,1744,2223,0.785,1235,2407,3642,1856,643,374,1315,2024,8475,0.427922,1
347,1994,New Jersey Nets*,82,19830,3169,7115,0.445,223,683,0.327,2946,6432,0.458,1900,2495,0.762,1300,2556,3856,1900,696,576,1196,1693,8461,0.426677,1
348,1994,Los Angeles Clippers,82,19780,3343,7163,0.467,252,831,0.303,3091,6332,0.488,1509,2128,0.709,1120,2410,3530,2169,807,421,1474,1769,8447,0.427048,0
349,1994,Utah Jazz*,82,19830,3207,6729,0.477,179,559,0.32,3028,6170,0.491,1761,2379,0.74,1059,2385,3444,2179,751,364,1191,1988,8354,0.421281,1
350,1994,Atlanta Hawks*,82,19755,3247,7039,0.461,268,830,0.323,2979,6209,0.48,1556,2070,0.752,1250,2423,3673,2056,915,449,1252,1625,8318,0.421058,1
351,1994,Cleveland Cavaliers*,82,19855,3133,6731,0.465,294,813,0.362,2839,5918,0.48,1736,2254,0.77,1090,2353,3443,2049,705,426,1136,1701,8296,0.417829,1
352,1994,Houston Rockets*,82,19780,3197,6733,0.475,429,1285,0.334,2768,5448,0.508,1469,1978,0.743,926,2619,3545,2087,717,485,1338,1646,8292,0.419211,1
353,1994,Sacramento Kings,82,19755,3179,7027,0.452,257,729,0.353,2922,6298,0.464,1676,2292,0.731,1122,2349,3471,2029,669,355,1333,1979,8291,0.419691,0
354,1994,Indiana Pacers*,82,19755,3167,6516,0.486,184,500,0.368,2983,6016,0.496,1762,2387,0.738,1130,2409,3539,2055,706,457,1440,1974,8280,0.419134,1
355,1994,Boston Celtics,82,19905,3333,7057,0.472,138,477,0.289,3195,6580,0.486,1463,2003,0.73,1037,2380,3417,1928,674,440,1242,1849,8267,0.415323,0
356,1994,Los Angeles Lakers,82,19755,3291,7316,0.45,241,803,0.3,3050,6513,0.468,1410,1967,0.717,1260,2204,3464,1983,751,461,1197,1877,8233,0.416755,0
357,1994,Washington Bullets,82,19705,3195,6826,0.468,221,744,0.297,2974,6082,0.489,1618,2162,0.748,1071,2189,3260,1823,701,321,1403,1715,8229,0.417610,0
358,1994,Denver Nuggets*,82,19755,3156,6781,0.465,170,597,0.285,2986,6184,0.483,1739,2423,0.718,1105,2557,3662,1763,679,686,1422,1926,8221,0.416148,1
359,1994,San Antonio Spurs*,82,19780,3178,6688,0.475,249,714,0.349,2929,5974,0.49,1597,2151,0.742,1189,2597,3786,1896,561,450,1198,1662,8202,0.414661,1
360,1994,New York Knicks*,82,19755,3098,6735,0.46,316,908,0.348,2782,5827,0.477,1564,2097,0.746,1175,2542,3717,2067,752,385,1360,2001,8076,0.408808,1
361,1994,Philadelphia 76ers,82,19805,3103,6819,0.455,318,942,0.338,2785,5877,0.474,1509,2112,0.714,1012,2394,3406,1827,663,525,1368,1488,8033,0.405605,0
362,1994,Chicago Bulls*,82,19780,3245,6815,0.476,233,659,0.354,3012,6156,0.489,1310,1859,0.705,1143,2391,3534,2102,740,354,1306,1750,8033,0.406117,1
363,1994,Milwaukee Bucks,82,19705,3044,6807,0.447,331,1019,0.325,2713,5788,0.469,1530,2181,0.702,1126,2154,3280,1946,800,407,1343,1821,7949,0.403400,0
364,1994,Detroit Pistons,82,19730,3169,7017,0.452,358,1041,0.344,2811,5976,0.47,1253,1715,0.731,1027,2320,3347,1767,602,309,1236,1935,7949,0.402889,0
365,1994,Minnesota Timberwolves,82,19730,2985,6535,0.457,183,557,0.329,2802,5978,0.469,1777,2303,0.772,990,2343,3333,1967,600,440,1478,2016,7930,0.401926,0
366,1994,Dallas Mavericks,82,19730,3055,7070,0.432,241,773,0.312,2814,6297,0.447,1450,1942,0.747,1271,2150,3421,1629,767,299,1393,2007,7801,0.395388,0
367,1995,Orlando Magic*,82,19930,3460,6899,0.502,523,1412,0.37,2937,5487,0.535,1648,2465,0.669,1149,2457,3606,2281,672,488,1297,1726,9091,0.456147,1
368,1995,Phoenix Suns*,82,19830,3356,6967,0.482,584,1584,0.369,2772,5383,0.515,1777,2352,0.756,1027,2403,3430,2198,687,312,1167,1839,9073,0.457539,1
369,1995,Seattle SuperSonics*,82,19830,3310,6741,0.491,491,1305,0.376,2819,5436,0.519,1944,2564,0.758,1068,2337,3405,2115,917,392,1295,2067,9055,0.456631,1
370,1995,San Antonio Spurs*,82,19855,3236,6687,0.484,434,1158,0.375,2802,5529,0.507,1836,2487,0.738,1029,2661,3690,1919,656,456,1246,1871,8742,0.440292,1
371,1995,Utah Jazz*,82,19780,3243,6339,0.512,301,801,0.376,2942,5538,0.531,1939,2483,0.781,874,2412,3286,2256,758,392,1289,2045,8726,0.441153,1
372,1995,Golden State Warriors,82,19905,3217,6873,0.468,546,1602,0.341,2671,5271,0.507,1687,2395,0.704,1101,2371,3472,2017,649,391,1497,1804,8667,0.435418,0
373,1995,Los Angeles Lakers*,82,19905,3284,7088,0.463,525,1492,0.352,2759,5596,0.493,1523,2072,0.735,1126,2316,3442,2078,750,563,1243,1933,8616,0.432856,1
374,1995,Houston Rockets*,82,19730,3159,6579,0.48,646,1757,0.368,2513,4822,0.521,1527,2039,0.749,880,2440,3320,2060,721,514,1322,1714,8491,0.430360,1
375,1995,Dallas Mavericks,82,19930,3227,7342,0.44,386,1200,0.322,2841,6142,0.463,1622,2210,0.734,1514,2433,3947,1941,579,348,1345,1811,8462,0.424586,0
376,1995,Portland Trail Blazers*,82,19705,3217,7134,0.451,462,1266,0.365,2755,5868,0.469,1555,2230,0.697,1352,2443,3795,1846,668,467,1212,2024,8451,0.428876,1
377,1995,Boston Celtics*,82,19805,3179,6847,0.464,362,984,0.368,2817,5863,0.48,1708,2268,0.753,1156,2320,3476,1783,612,361,1305,1975,8428,0.425549,1
378,1995,Chicago Bulls*,82,19830,3191,6710,0.476,443,1187,0.373,2748,5523,0.498,1500,2065,0.726,1106,2294,3400,1970,797,352,1297,1962,8325,0.419818,1
379,1995,Denver Nuggets*,82,19980,3098,6461,0.479,413,1160,0.356,2685,5301,0.507,1700,2305,0.738,1040,2402,3442,1836,660,585,1381,2063,8309,0.415866,1
380,1995,Miami Heat,82,19805,3144,6738,0.467,436,1182,0.369,2708,5556,0.487,1569,2133,0.736,1092,2272,3364,1779,662,298,1291,2000,8293,0.418733,0
381,1995,Charlotte Hornets*,82,19805,3051,6438,0.474,560,1409,0.397,2491,5029,0.495,1587,2042,0.777,832,2395,3227,2072,620,399,1224,1685,8249,0.416511,1
382,1995,Washington Bullets,82,19855,3176,6899,0.46,433,1264,0.343,2743,5635,0.487,1457,2013,0.724,1044,2219,3263,1749,648,404,1301,1949,8242,0.415110,0
383,1995,Milwaukee Bucks,82,19855,3022,6586,0.459,494,1349,0.366,2528,5237,0.483,1608,2259,0.712,1063,2187,3250,1737,674,359,1393,1858,8146,0.410274,0
384,1995,Indiana Pacers*,82,19780,2983,6248,0.477,374,985,0.38,2609,5263,0.496,1796,2390,0.751,1051,2290,3341,1877,703,363,1340,1939,8136,0.411325,1
385,1995,Sacramento Kings,82,19855,3025,6463,0.468,359,1037,0.346,2666,5426,0.491,1647,2317,0.711,1073,2325,3398,1824,650,457,1449,2040,8056,0.405742,0
386,1995,New York Knicks*,82,19780,2985,6394,0.467,532,1446,0.368,2453,4948,0.496,1552,2114,0.734,929,2473,3402,2055,591,387,1305,2102,8054,0.407179,1
387,1995,Detroit Pistons,82,19730,3060,6633,0.461,494,1396,0.354,2566,5237,0.49,1439,1941,0.741,958,2204,3162,1872,705,420,1318,2151,8053,0.408160,0
388,1995,New Jersey Nets,82,19880,2939,6738,0.436,414,1297,0.319,2525,5441,0.464,1750,2305,0.759,1213,2569,3782,1884,544,548,1300,1844,8042,0.404527,0
389,1995,Los Angeles Clippers,82,19880,3060,6888,0.444,331,1051,0.315,2729,5837,0.468,1476,2079,0.71,1064,2076,3140,1805,787,435,1334,2152,7927,0.398742,0
390,1995,Atlanta Hawks*,82,19855,2986,6680,0.447,539,1580,0.341,2447,5100,0.48,1410,1948,0.724,1104,2272,3376,1757,738,412,1221,1804,7921,0.398942,1
391,1995,Philadelphia 76ers,82,19805,2949,6577,0.448,355,936,0.379,2594,5641,0.46,1567,2125,0.737,1105,2230,3335,1566,643,576,1355,1835,7820,0.394850,0
392,1995,Minnesota Timberwolves,82,19780,2792,6219,0.449,318,1016,0.313,2474,5203,0.475,1824,2355,0.775,883,2090,2973,1780,609,402,1400,2074,7726,0.390597,0
393,1995,Cleveland Cavaliers*,82,19930,2756,6255,0.441,398,1033,0.385,2358,5222,0.452,1507,1982,0.76,1045,2237,3282,1672,630,349,1176,1694,7417,0.372153,1
394,1996,Chicago Bulls*,82,19730,3293,6892,0.478,544,1349,0.403,2749,5543,0.496,1495,2004,0.746,1247,2411,3658,2033,745,345,1175,1807,8625,0.437152,1
395,1996,Seattle SuperSonics*,82,19880,3074,6401,0.48,581,1596,0.364,2493,4805,0.519,1843,2424,0.76,954,2449,3403,1999,882,393,1441,1967,8572,0.431187,1
396,1996,Orlando Magic*,82,19855,3203,6640,0.482,622,1645,0.378,2581,4995,0.517,1543,2232,0.691,966,2401,3367,2080,663,406,1160,1709,8571,0.431680,1
397,1996,Phoenix Suns*,82,19955,3159,6673,0.473,327,984,0.332,2832,5689,0.498,1907,2472,0.771,1009,2501,3510,2001,623,331,1207,1776,8552,0.428564,1
398,1996,Boston Celtics,82,19905,3163,6942,0.456,539,1453,0.371,2624,5489,0.478,1630,2284,0.714,1050,2427,3477,1792,653,406,1302,2041,8495,0.426777,0
399,1996,San Antonio Spurs*,82,19780,3148,6602,0.477,518,1320,0.392,2630,5282,0.498,1663,2261,0.736,937,2586,3523,2044,645,536,1195,1820,8477,0.428564,1
400,1996,Los Angeles Lakers*,82,19680,3216,6706,0.48,477,1359,0.351,2739,5347,0.512,1529,2049,0.746,995,2303,3298,2080,722,516,1163,1702,8438,0.428760,1
401,1996,Charlotte Hornets,82,19880,3108,6618,0.47,584,1520,0.384,2524,5098,0.495,1631,2119,0.77,987,2256,3243,1907,582,277,1241,1815,8431,0.424095,0
402,1996,Dallas Mavericks,82,19930,3124,7431,0.42,735,2039,0.36,2389,5392,0.443,1426,1975,0.722,1408,2379,3787,1913,642,342,1270,1836,8409,0.421927,0
403,1996,Washington Bullets,82,19805,3202,6618,0.484,493,1212,0.407,2709,5406,0.501,1511,2076,0.728,930,2327,3257,1815,592,506,1327,1981,8408,0.424539,0
404,1996,Houston Rockets*,82,19805,3078,6638,0.464,637,1761,0.362,2441,4877,0.501,1611,2106,0.765,919,2455,3374,1982,645,476,1245,1753,8404,0.424337,1
405,1996,Utah Jazz*,82,19780,3129,6417,0.488,377,1013,0.372,2752,5404,0.509,1769,2302,0.768,993,2373,3366,2139,667,418,1215,2046,8404,0.424874,1
406,1996,Golden State Warriors,82,19755,3056,6700,0.456,447,1199,0.373,2609,5501,0.474,1775,2340,0.759,1173,2285,3458,1889,706,470,1343,1835,8334,0.421868,0
407,1996,Sacramento Kings*,82,19755,2971,6494,0.457,462,1194,0.387,2509,5300,0.473,1759,2407,0.731,1114,2345,3459,1829,643,436,1442,2131,8163,0.413212,1
408,1996,Los Angeles Clippers,82,19730,3126,6618,0.472,509,1374,0.37,2617,5244,0.499,1392,1984,0.702,979,2190,3169,1672,703,411,1355,2008,8153,0.413229,0
409,1996,Portland Trail Blazers*,82,19905,3064,6688,0.458,480,1358,0.353,2584,5330,0.485,1537,2321,0.662,1160,2577,3737,1760,594,417,1377,1859,8145,0.409194,1
410,1996,Indiana Pacers*,82,19755,2979,6205,0.48,363,973,0.373,2616,5232,0.5,1823,2416,0.755,1010,2262,3272,1917,579,323,1335,2031,8144,0.412250,1
411,1996,Atlanta Hawks*,82,19730,2985,6665,0.448,566,1595,0.355,2419,5070,0.477,1523,2012,0.757,1182,2148,3330,1609,771,319,1228,1714,8059,0.408464,1
412,1996,Minnesota Timberwolves,82,19780,2974,6481,0.459,279,857,0.326,2695,5624,0.479,1797,2314,0.777,985,2271,3256,1867,650,481,1426,1994,8024,0.405662,0
413,1996,Denver Nuggets,82,19830,3001,6657,0.451,397,1148,0.346,2604,5509,0.473,1614,2173,0.743,1057,2487,3544,1851,521,597,1265,1882,8013,0.404085,0
414,1996,Toronto Raptors,82,19830,3084,6598,0.467,414,1168,0.354,2670,5430,0.492,1412,1953,0.723,1071,2213,3284,1927,745,493,1544,1987,7994,0.403127,0
415,1996,New York Knicks*,82,19830,3003,6382,0.471,485,1285,0.377,2518,5097,0.494,1480,1954,0.757,829,2449,3278,1822,645,377,1272,1864,7971,0.401967,1
416,1996,Miami Heat*,82,19780,2902,6348,0.457,552,1458,0.379,2350,4890,0.481,1553,2187,0.71,999,2495,3494,1752,574,439,1394,2158,7909,0.399848,1
417,1996,Milwaukee Bucks,82,19730,3034,6490,0.467,357,1056,0.338,2677,5434,0.493,1412,1914,0.738,973,2164,3137,1755,582,307,1295,1943,7837,0.397212,0
418,1996,Detroit Pistons*,82,19830,2810,6122,0.459,545,1350,0.404,2265,4772,0.475,1657,2206,0.751,884,2440,3324,1610,506,352,1215,1953,7822,0.394453,1
419,1996,Philadelphia 76ers,82,19730,2796,6418,0.436,492,1438,0.342,2304,4980,0.463,1662,2263,0.734,1031,2161,3192,1629,643,420,1414,1777,7746,0.392600,0
420,1996,New Jersey Nets,82,19905,2881,6750,0.427,250,746,0.335,2631,6004,0.438,1672,2244,0.745,1350,2503,3853,1752,627,571,1375,1880,7684,0.386034,0
421,1996,Cleveland Cavaliers*,82,19830,2761,5998,0.46,596,1582,0.377,2165,4416,0.49,1355,1775,0.763,867,2055,2922,1818,674,340,1073,1685,7473,0.376853,1
422,1996,Vancouver Grizzlies,82,19880,2772,6483,0.428,372,1129,0.329,2400,5354,0.448,1446,1998,0.724,957,2170,3127,1706,728,333,1347,1852,7362,0.370322,0
423,1997,Chicago Bulls*,82,19730,3277,6923,0.473,523,1403,0.373,2754,5520,0.499,1381,1848,0.747,1235,2461,3696,2142,716,332,1109,1617,8458,0.428687,1
424,1997,Utah Jazz*,82,19830,3131,6217,0.504,334,902,0.37,2797,5315,0.526,1858,2416,0.769,889,2410,3299,2199,748,418,1259,1981,8454,0.426324,1
425,1997,Phoenix Suns*,82,19855,3143,6705,0.469,527,1428,0.369,2616,5277,0.496,1618,2125,0.761,916,2376,3292,2067,664,322,1180,1727,8431,0.424629,1
426,1997,Seattle SuperSonics*,82,19780,2995,6415,0.467,559,1583,0.353,2436,4832,0.504,1725,2295,0.752,1010,2271,3281,1931,904,388,1231,1803,8274,0.418301,1
427,1997,Boston Celtics,82,19905,3066,6967,0.44,467,1331,0.351,2599,5636,0.461,1649,2199,0.75,1095,2188,3283,1792,810,315,1342,1915,8248,0.414368,0
428,1997,Houston Rockets*,82,19855,3037,6484,0.468,671,1839,0.365,2366,4645,0.509,1503,1992,0.755,927,2565,3492,2013,685,347,1365,1610,8248,0.415412,1
429,1997,Philadelphia 76ers,82,19780,3003,6850,0.438,433,1356,0.319,2570,5494,0.468,1776,2450,0.725,1267,2355,3622,1695,683,394,1437,1733,8215,0.415319,0
430,1997,Los Angeles Lakers*,82,19930,3018,6642,0.454,551,1500,0.367,2467,5142,0.48,1613,2330,0.692,1092,2414,3506,1845,740,575,1222,1818,8200,0.411440,1
431,1997,Golden State Warriors,82,19905,2997,6567,0.456,481,1363,0.353,2516,5204,0.483,1696,2180,0.778,1086,2259,3345,1822,611,359,1410,1787,8171,0.410500,0
432,1997,Washington Bullets*,82,19855,3208,6678,0.48,331,1001,0.331,2877,5677,0.507,1400,1979,0.707,1010,2420,3430,1921,712,402,1289,1815,8147,0.410325,1
433,1997,Portland Trail Blazers*,82,19855,3000,6465,0.464,501,1401,0.358,2499,5064,0.493,1613,2261,0.713,1058,2494,3552,1710,640,435,1357,1928,8114,0.408663,1
434,1997,Charlotte Hornets*,82,19805,2988,6342,0.471,591,1382,0.428,2397,4960,0.483,1541,1984,0.777,910,2298,3208,2021,597,349,1203,1702,8108,0.409392,1
435,1997,Denver Nuggets,82,19930,2934,6687,0.439,636,1711,0.372,2298,4976,0.462,1516,1992,0.761,994,2452,3446,1889,503,487,1359,1784,8020,0.402408,0
436,1997,New Jersey Nets,82,19780,2994,7091,0.422,484,1371,0.353,2510,5720,0.439,1502,2031,0.74,1410,2376,3786,1726,677,481,1290,1865,7974,0.403134,0
437,1997,Los Angeles Clippers*,82,19930,2989,6696,0.446,474,1339,0.354,2515,5357,0.469,1517,2074,0.731,1092,2242,3334,1662,733,441,1311,1964,7969,0.399849,1
438,1997,Sacramento Kings,82,19855,3000,6611,0.454,414,1058,0.391,2586,5553,0.466,1494,2067,0.723,1100,2307,3407,1799,588,362,1332,1946,7908,0.398288,0
439,1997,Minnesota Timberwolves*,82,19780,2937,6436,0.456,371,1093,0.339,2566,5343,0.48,1637,2180,0.751,957,2302,3259,1874,618,557,1243,1818,7882,0.398483,1
440,1997,Toronto Raptors,82,19830,2897,6632,0.437,589,1624,0.363,2308,5008,0.461,1446,2008,0.72,1135,2254,3389,1714,722,517,1347,1883,7829,0.394806,0
441,1997,New York Knicks*,82,19855,2882,6227,0.463,470,1294,0.363,2412,4933,0.489,1585,2119,0.748,973,2516,3489,1809,629,378,1462,2033,7819,0.393805,1
442,1997,Indiana Pacers,82,19930,2851,6254,0.456,430,1130,0.381,2421,5124,0.472,1687,2336,0.722,1029,2390,3419,1750,585,394,1338,1977,7819,0.392323,0
443,1997,Milwaukee Bucks,82,19730,2967,6303,0.471,324,920,0.352,2643,5383,0.491,1560,2104,0.741,955,2263,3218,1610,632,348,1285,1892,7818,0.396249,0
444,1997,Miami Heat*,82,19805,2822,6235,0.453,678,1865,0.364,2144,4370,0.491,1454,2022,0.719,957,2402,3359,1735,650,439,1306,1919,7776,0.392628,1
445,1997,Atlanta Hawks*,82,19805,2812,6307,0.446,659,1834,0.359,2153,4473,0.481,1491,1955,0.763,1021,2350,3371,1557,701,427,1228,1591,7774,0.392527,1
446,1997,Detroit Pistons*,82,19830,2827,6095,0.464,582,1499,0.388,2245,4596,0.488,1487,1995,0.745,858,2292,3150,1554,632,283,1041,1652,7723,0.389460,1
447,1997,Orlando Magic*,82,19855,2839,6497,0.437,567,1662,0.341,2272,4835,0.47,1474,1975,0.746,1071,2221,3292,1689,694,363,1250,1643,7719,0.388769,1
448,1997,Dallas Mavericks,82,19805,2813,6452,0.436,430,1316,0.327,2383,5136,0.464,1375,1918,0.717,1040,2262,3302,1663,654,351,1324,1798,7431,0.375208,0
449,1997,San Antonio Spurs,82,19730,2827,6391,0.442,378,1180,0.32,2449,5211,0.47,1386,1929,0.719,1101,2129,3230,1661,646,431,1243,1764,7418,0.375976,0
450,1997,Vancouver Grizzlies,82,19780,2819,6453,0.437,445,1274,0.349,2374,5179,0.458,1230,1734,0.709,1023,2155,3178,1862,657,464,1301,1755,7313,0.369717,0
451,1997,Cleveland Cavaliers,82,19855,2704,5972,0.453,483,1284,0.376,2221,4688,0.474,1282,1773,0.723,909,2159,3068,1714,655,315,1188,1882,7173,0.361269,0
452,1998,Los Angeles Lakers*,82,19830,3146,6536,0.481,497,1415,0.351,2649,5121,0.517,1863,2743,0.679,1079,2471,3550,2009,734,556,1256,1859,8652,0.436309,1
453,1998,Minnesota Timberwolves*,82,19930,3157,6844,0.461,303,873,0.347,2854,5971,0.478,1673,2253,0.743,1063,2429,3492,2068,639,427,1138,1882,8290,0.415956,1
454,1998,Utah Jazz*,82,19780,2993,6113,0.49,249,670,0.372,2744,5443,0.504,2044,2644,0.773,962,2405,3367,2070,648,412,1260,1961,8279,0.418554,1
455,1998,Seattle SuperSonics*,82,19755,3052,6458,0.473,621,1569,0.396,2431,4889,0.497,1521,2109,0.721,931,2225,3156,1986,804,376,1145,1812,8246,0.417413,1
456,1998,New Jersey Nets*,82,19880,3055,6928,0.441,310,937,0.331,2745,5991,0.458,1750,2351,0.744,1344,2137,3481,1685,777,314,1180,1917,8170,0.410966,1
457,1998,Phoenix Suns*,82,19955,3138,6710,0.468,431,1211,0.356,2707,5499,0.492,1459,1948,0.749,991,2452,3443,2124,756,429,1236,1765,8166,0.409221,1
458,1998,Houston Rockets*,82,19830,2946,6513,0.452,573,1670,0.343,2373,4843,0.49,1634,2120,0.771,987,2350,3337,1799,686,294,1298,1653,8099,0.408422,1
459,1998,Washington Wizards,82,19805,3080,6811,0.452,320,944,0.339,2760,5867,0.47,1489,2156,0.691,1121,2341,3462,1900,689,379,1156,1839,7969,0.402373,0
460,1998,Chicago Bulls*,82,19855,3064,6801,0.451,311,962,0.323,2753,5839,0.471,1492,2009,0.743,1243,2438,3681,1952,696,353,1178,1691,7931,0.399446,1
461,1998,Charlotte Hornets*,82,19780,2968,6344,0.468,346,904,0.383,2622,5440,0.482,1641,2186,0.751,985,2341,3326,1941,691,312,1247,1757,7923,0.400556,1
